time,latency,load0,route,deadline_met,queue,energy,x,y,throughput_tasks,throughput_bits,load1,load2,load3,load4,load5
1.0,0.7842186984603888,2.2930049581027085,5,1,2,49932.95884865697,587.75,697.42,7.931719612395295,7931719.612395295,0,0,0,0,0
1.049049049049049,0.7318002806801757,2.804723931192366,1,0,1,49864.78861944652,592.53,697.37,9.366042294666537,9366042.294666536,0,0,0,0,0
1.098098098098098,0.5607984730972758,2.737602599460511,4,1,1,49786.74067195999,594.48,699.33,8.975614697851416,8975614.697851416,0,0,0,0,0
1.147147147147147,1.1656548211190434,2.5170956232920894,2,1,8,49706.82031993961,598.32,697.41,10.126477439893929,10126477.43989393,0,0,0,0,0
1.1961961961961962,0.8598322911104438,2.9220552749678212,2,1,0,49644.819389721146,604.57,691.78,8.875421811335888,8875421.811335888,0,0,0,0,0
1.2452452452452452,0.9126400510391695,2.322213355869748,3,1,1,49570.54805121704,605.51,692.55,9.828238081195547,9828238.081195546,0,0,0,0,0
1.2942942942942943,0.7055821539608829,1.953771850000494,2,1,0,49495.665844162715,610.78,695.44,9.446424861369131,9446424.861369131,0,0,0,0,0
1.3433433433433433,0.8140342353853371,2.4740873505879,2,1,3,49418.53996540929,615.69,693.3,9.623363713481709,9623363.71348171,0,0,0,0,0
1.3923923923923924,0.3775262918717686,2.3821696534516597,4,1,0,49342.35287510791,621.47,696.81,9.375446746706393,9375446.746706393,0,0,0,0,0
1.4414414414414414,0.5907046543771803,3.11821369070998,4,1,5,49262.20050609878,623.19,691.47,9.389409433501436,9389409.433501435,0,0,0,0,0
1.4904904904904905,1.1477525159621031,2.2682044826373846,1,1,1,49199.305504154145,629.19,694.8,7.6400868710921666,7640086.871092167,0,0,0,0,0
1.5395395395395395,0.9600155684246856,3.1950245585509727,3,0,6,49129.716663801904,634.4,691.11,8.949086672880117,8949086.672880117,0,0,0,0,0
1.5885885885885886,0.722008504084065,1.7925946878338461,2,1,8,49051.62353172208,635.04,692.45,8.677275156003104,8677275.156003105,0,0,0,0,0
1.6376376376376376,0.9099746613411179,2.2819450778269137,5,1,3,48972.13740346444,646.47,689.76,9.909406493877814,9909406.493877813,0,0,0,0,0
1.6866866866866865,0.4490338547690246,2.242209762095233,3,1,2,48905.21840519758,646.8,692.02,8.461933265672188,8461933.265672188,0,0,0,0,0
1.7357357357357357,0.7382015841945886,2.2393308597773522,0,1,0,48831.37626984631,648.43,692.51,8.92146137546853,8921461.37546853,0,0,0,0,0
1.7847847847847849,0.8258080988518697,2.968704953376527,2,1,6,48766.27174551185,651.42,690.33,9.610151465319605,9610151.465319606,0,0,0,0,0
1.8338338338338338,0.9944285940904154,2.168210242589259,2,1,3,48686.69242755511,654.55,693.08,9.29171495489979,9291714.95489979,0,0,0,0,0
1.8828828828828827,0.6506655804266241,2.8958199528631976,0,1,0,48609.7151363356,662.84,687.24,9.206574870656459,9206574.870656459,0,0,0,0,0
1.931931931931932,0.8333213920407785,2.357392194993699,3,1,1,48543.71853062922,663.76,688.29,9.806558311386937,9806558.311386937,0,0,0,0,0
1.980980980980981,0.7709970063834318,2.351103095004156,5,1,0,48469.0450305284,664.27,689.18,9.265672964622736,9265672.964622736,0,0,0,0,0
2.03003003003003,0.9044137640173997,1.7304365478388841,5,1,2,48396.843710406836,667.5,684.97,8.752876859242102,8752876.859242102,0,0,0,0,0
2.079079079079079,0.8742113156472151,3.0272391885411496,4,1,0,48330.05305301256,674.9,686.36,8.274276420025737,8274276.420025737,0,0,0,0,0
