time,latency,load0,route,deadline_met,queue,energy,x,y,throughput_tasks,throughput_bits,load1,load2,load3,load4,load5
1.0,1.2886973556971815,4.950137728506857,2,1,1,49943.292934691046,589.3,698.81,8.097336720068865,8097336.720068865,0,0,0,0,0
1.049049049049049,1.5667332302156558,4.1921708201152805,2,1,9,49889.66010941944,586.94,700.32,7.485319462802849,7485319.462802849,0,0,0,0,0
1.098098098098098,0.7194136447693084,3.779683696252118,0,1,1,49833.007278307225,595.47,697.75,8.572334870379455,8572334.870379455,0,0,0,0,0
1.147147147147147,1.537337327353169,5.4277139594306405,0,0,9,49780.89930574112,597.67,694.77,7.874094780567587,7874094.780567587,0,0,0,0,0
1.1961961961961962,0.47558301701036054,6.941730814930819,2,0,1,49716.08308751679,603.55,694.22,8.58264894149654,8582648.94149654,0,0,0,0,0
1.2452452452452452,1.6505152219218073,7.2379135675166655,2,1,3,49665.53830168752,606.51,696.1,8.604688836251034,8604688.836251033,0,0,0,0,0
1.2942942942942943,0.6401573441316124,4.507309438784884,1,1,0,49610.09189932257,611.48,696.02,8.56503016367194,8565030.16367194,0,0,0,0,0
1.3433433433433433,1.7240609844605714,3.409913540051138,1,1,6,49551.101338910645,612.85,694.74,8.462653428586009,8462653.428586008,0,0,0,0,0
1.3923923923923924,1.7046727569474283,4.556013167453728,1,1,0,49486.59990502094,620.82,695.32,7.425696985327974,7425696.985327974,0,0,0,0,0
1.4414414414414414,1.1352824597857012,7.323116424343599,1,1,7,49423.700954353386,624.16,693.11,7.985098355201793,7985098.355201793,0,0,0,0,0
1.4904904904904905,1.426044099791528,6.3702851824852065,2,1,2,49374.01078399097,628.37,692.91,8.945514934708603,8945514.934708603,0,0,0,0,0
1.5395395395395395,1.2591920192711215,5.472997877559249,1,0,0,49310.35146630748,634.01,691.57,7.959759648508067,7959759.648508067,0,0,0,0,0
1.5885885885885886,0.7028238166046784,4.2821875098460405,1,1,1,49249.94817716117,633.24,690.19,7.22669886315561,7226698.86315561,0,0,0,0,0
1.6376376376376376,1.4716449565794207,6.2158056193084015,1,1,6,49198.32791503044,637.84,689.65,8.505865735078785,8505865.735078786,0,0,0,0,0
1.6866866866866865,1.7064250129882252,8.109727973902194,1,0,0,49138.283805497165,647.29,690.17,8.404704009532306,8404704.009532306,0,0,0,0,0
1.7357357357357357,1.1374786806398764,4.745225994610502,1,1,3,49074.75244611462,648.98,691.84,8.03748603047311,8037486.030473109,0,0,0,0,0
1.7847847847847849,1.498934156140728,2.189692728861364,2,1,2,49014.97569956472,647.94,689.89,7.9377094329228886,7937709.432922889,0,0,0,0,0
1.8338338338338338,0.9280917459798785,3.514429660842772,1,1,1,48948.290546190656,655.3,688.42,8.231160527419824,8231160.527419824,0,0,0,0,0
1.8828828828828827,1.6032031017147355,5.041571045883981,1,0,5,48890.16868665423,661.65,688.17,8.526495990092279,8526495.99009228,0,0,0,0,0
1.931931931931932,1.2612233890673863,4.739100390819902,1,1,0,48829.15620586259,667.51,684.46,8.144919185621946,8144919.185621946,0,0,0,0,0
1.980980980980981,1.2514132809255967,6.864847325107371,2,1,2,48778.63170673669,670.26,686.42,8.429350800880929,8429350.80088093,0,0,0,0,0
2.03003003003003,1.4330314068402663,4.134840312405564,2,1,2,48715.18205853194,670.01,688.39,9.044873971250807,9044873.971250806,0,0,0,0,0
2.079079079079079,1.8310016825275275,4.721852982328448,0,1,0,48655.02266591902,674.42,683.92,7.946364760944277,7946364.760944277,0,0,0,0,0
2.128128128128128,1.4537340760047335,4.062630134936901,0,0,0,48595.95704112906,674.77,682.45,9.624791687924029,9624791.68792403,0,0,0,0,0
2.1771771771771773,0.8489795057132679,6.062651996048368,1,1,2,48534.32376955807,682.31,682.46,9.129410519730936,9129410.519730935,0,0,0,0,0
2.2262262262262262,0.9854503544275999,3.770395859631788,1,1,3,48475.27089970238,686.18,683.25,7.831711371358503,7831711.371358504,0,0,0,0,0
2.275275275275275,1.2277598886414394,4.649316367284599,1,0,0,48412.63464507872,691.23,683.42,9.256879317048815,9256879.317048816,0,0,0,0,0
2.3243243243243246,1.440640978455006,2.848237536370228,2,1,0,48353.181473752295,688.62,683.3,7.7971532006326445,7797153.200632645,0,0,0,0,0
2.373373373373373,0.8181031550809266,4.2439983568703745,0,1,0,48294.832537061324,694.76,683.53,9.482182990042057,9482182.990042057,0,0,0,0,0
2.4224224224224224,1.384696355002605,7.314961510364081,2,0,2,48243.18319802717,699.71,680.9,7.954366164307928,7954366.164307929,0,0,0,0,0
2.4714714714714714,1.5867550598517801,7.476269274186132,0,0,0,48185.67334272985,705.44,682.09,8.391764427330394,8391764.427330393,0,0,0,0,0
2.5205205205205203,1.0653309792384342,5.936578955264019,0,1,5,48127.008059615655,706.38,677.48,8.3807421687517,8380742.1687517,0,0,0,0,0
2.5695695695695697,1.9913603090621845,5.613754645960515,1,1,0,48066.840475522804,715.36,681.5,7.88319229034224,7883192.290342241,0,0,0,0,0
2.618618618618618,0.9738412430796737,4.11814817938012,1,0,5,48009.60795188075,711.91,679.02,8.354776531816952,8354776.531816953,0,0,0,0,0
2.6676676676676676,1.3272702080804597,5.280746766714869,1,1,0,47957.756356004815,716.49,673.49,8.758043937617678,8758043.937617678,0,0,0,0,0
2.7167167167167166,0.4690976383635903,5.237087414432632,2,1,1,47905.8400464003,718.65,676.9,8.148504048963954,8148504.048963954,0,0,0,0,0
2.7657657657657655,1.1324056452469782,5.032455868947339,1,1,2,47843.99485955857,723.75,680.49,8.248452947725013,8248452.947725014,0,0,0,0,0
2.814814814814815,1.1949288729547902,6.140319705782664,0,1,1,47783.18567742813,728.41,679.11,8.560000387183964,8560000.387183964,0,0,0,0,0
2.863863863863864,1.0901430932493643,3.6932978724125287,2,0,0,47729.37038923418,731.09,674.11,7.4702997948898435,7470299.794889843,0,0,0,0,0
2.9129129129129128,0.9740999309497302,8.603979485482435,2,1,9,47672.31246708853,732.22,674.47,8.147747967533725,8147747.967533725,0,0,0,0,0
2.961961961961962,1.0560218808881277,7.2948182024792825,1,1,1,47617.6714034129,739.59,670.16,8.81347378935579,8813473.78935579,0,0,0,0,0
3.011011011011011,1.4861190861520541,3.8863536961604,2,1,0,47565.22160570785,743.06,668.93,7.94237284987534,7942372.849875339,0,0,0,0,0
3.06006006006006,0.5315638219545888,5.17671689424384,0,0,0,47510.246359446326,742.02,670.2,8.439883591651578,8439883.591651578,0,0,0,0,0
3.109109109109109,0.5530401126291592,4.190779876179894,1,1,14,47456.37556967137,752.67,668.67,7.160512442990436,7160512.442990436,0,0,0,0,0
3.158158158158158,1.0643525795279043,5.922783172680248,1,0,0,47405.64132908205,747.33,669.01,8.159011005990594,8159011.005990595,0,0,0,0,0
3.2072072072072073,1.202048972648855,4.910236741487638,2,1,1,47347.56326271755,752.63,669.01,8.02043750878225,8020437.50878225,0,0,0,0,0
3.2562562562562563,0.9549736930420092,2.403752697362176,1,1,0,47290.417880195346,755.6,667.97,8.128568424707739,8128568.424707739,0,0,0,0,0
3.305305305305305,1.2705208473267249,3.7518197147412655,0,0,5,47228.683695252854,756.2,667.85,8.005258827443969,8005258.8274439685,0,0,0,0,0
3.354354354354354,1.4780453121652344,6.90122830228701,1,1,3,47168.59037661929,761.73,665.84,8.801248002891072,8801248.002891071,0,0,0,0,0
3.403403403403403,1.6114356615549252,4.740737844405945,0,1,3,47113.315596382214,763.94,666.07,7.585360200713291,7585360.200713291,0,0,0,0,0
3.4524524524524525,1.7394738880841363,4.730947745684523,1,1,7,47055.37990328386,767.83,664.86,7.901389192923256,7901389.192923256,0,0,0,0,0
3.5015015015015014,0.7514105511626514,5.989990998372551,1,1,3,46996.75205711425,769.76,661.39,7.656227504053246,7656227.504053245,0,0,0,0,0
