time,latency,load0,route,deadline_met,queue,energy,x,y,throughput_tasks,throughput_bits,load1,load2,load3,load4,load5
1.0,1.2797440248414265,6.654861631194999,1,1,2,49947.009211487784,586.37,696.01,8.30598519143121,8305985.19143121,0,0,0,0,0
1.049049049049049,1.4510859983606519,6.697312835621948,1,1,2,49897.26664604162,590.97,694.61,9.058221845580134,9058221.845580133,0,0,0,0,0
1.098098098098098,1.3374152178001095,4.378935879844063,0,0,6,49850.50265538066,591.84,695.5,8.593110149299283,8593110.149299283,0,0,0,0,0
1.147147147147147,1.9370868630848508,7.2547642970592925,1,1,0,49798.91670508291,602.37,697.91,8.83212988088467,8832129.88088467,0,0,0,0,0
1.1961961961961962,1.2927972750622407,4.8276695571194645,0,1,15,49743.326935451645,600.94,696.58,8.797582576493078,8797582.576493077,0,0,0,0,0
1.2452452452452452,1.178780741586043,6.684326777513888,2,1,2,49689.39814724322,606.2,700.66,8.952439987345551,8952439.98734555,0,0,0,0,0
1.2942942942942943,1.2647372807180446,4.915251809833301,2,1,11,49633.8561273142,608.31,695.2,10.22955443895515,10229554.43895515,0,0,0,0,0
1.3433433433433433,1.4216827564784291,5.809590585563826,0,0,1,49577.30465957831,615.53,695.61,8.514790741643564,8514790.741643565,0,0,0,0,0
1.3923923923923924,1.9901145213369975,5.4654255901065945,1,1,3,49526.22498522107,619.5,696.5,8.813455060346254,8813455.060346253,0,0,0,0,0
1.4414414414414414,2.1839406000407875,5.77844148687423,1,1,2,49473.910392750295,626.0,691.18,8.704233006454118,8704233.006454118,0,0,0,0,0
1.4904904904904905,2.1765597566088397,6.013790833635293,2,1,4,49414.32220780964,626.17,695.55,7.912142851801644,7912142.851801644,0,0,0,0,0
1.5395395395395395,1.7379949135772914,6.65427249107306,0,1,0,49355.02060603483,629.9,690.65,9.36619172599992,9366191.72599992,0,0,0,0,0
1.5885885885885886,1.725327217212378,6.001394861976223,0,0,1,49304.34945888859,636.22,692.97,8.323420656613784,8323420.656613784,0,0,0,0,0
1.6376376376376376,1.6668162153672381,7.363363783396957,0,1,0,49249.46065831097,635.87,693.45,9.682065550430433,9682065.550430434,0,0,0,0,0
1.6866866866866865,1.9619139747270375,5.395053353699694,2,1,3,49201.08625152906,646.63,687.2,8.353583202385305,8353583.202385305,0,0,0,0,0
1.7357357357357357,2.279244752258732,6.746641394834113,2,1,12,49154.50416981714,645.24,689.74,9.072949067171377,9072949.067171378,0,0,0,0,0
1.7847847847847849,1.6806803263300352,4.982564338938811,1,1,0,49098.31711074421,655.42,689.79,9.903803489476802,9903803.489476802,0,0,0,0,0
1.8338338338338338,2.0018191369831078,8.646719335839729,0,1,4,49047.31270322129,654.08,687.12,9.11628151961644,9116281.51961644,0,0,0,0,0
1.8828828828828827,1.1673750497347517,6.761604903448633,0,1,5,49000.35067948435,656.66,689.45,8.473878323737512,8473878.323737513,0,0,0,0,0
1.931931931931932,2.151124311817725,5.181016194752645,0,1,0,48944.31265187743,664.51,691.58,8.285453872160714,8285453.872160714,0,0,0,0,0
1.980980980980981,1.8512657938439399,8.588394658243454,0,1,1,48885.83599426464,668.2,685.65,7.483360083626241,7483360.083626241,0,0,0,0,0
2.03003003003003,1.263948773805301,6.8889600414896615,2,1,0,48827.0769276575,672.02,689.34,8.605038205414822,8605038.205414822,0,0,0,0,0
2.079079079079079,2.2510188234247464,5.195047049914603,1,1,1,48773.57412180548,674.88,687.31,7.960234324438081,7960234.32443808,0,0,0,0,0
2.128128128128128,1.16517307748554,5.985320476823916,2,0,0,48721.891720193475,682.88,682.97,8.815631495845864,8815631.495845864,0,0,0,0,0
2.1771771771771773,0.6794269146894428,4.578911860888871,1,0,1,48675.47860144935,679.4,684.18,8.57061813180065,8570618.13180065,0,0,0,0,0
2.2262262262262262,2.14462018653274,4.581496697131448,0,1,1,48618.911080502956,688.49,684.86,8.89404937535822,8894049.37535822,0,0,0,0,0
2.275275275275275,1.927450587782577,7.8698572922835295,0,0,6,48559.96403933019,686.19,686.82,8.123373722807864,8123373.722807864,0,0,0,0,0
2.3243243243243246,1.1778771688188656,4.923215540845034,0,1,6,48501.88845687776,696.33,684.54,8.50792331834622,8507923.318346221,0,0,0,0,0
2.373373373373373,1.912239524751291,4.31148558389652,0,0,6,48445.96063498853,697.32,680.85,9.152743841592061,9152743.84159206,0,0,0,0,0
2.4224224224224224,2.2936441715713958,7.077124672406476,0,1,3,48401.68936073212,703.28,682.28,9.01140841853967,9011408.41853967,0,0,0,0,0
2.4714714714714714,1.8669639342100302,8.513708762747921,2,1,1,48351.12844708824,705.47,675.13,7.698963930029471,7698963.930029471,0,0,0,0,0
2.5205205205205203,2.8869452467149594,7.813293344919772,1,1,2,48300.521306009694,702.83,681.78,9.30639059618035,9306390.59618035,0,0,0,0,0
2.5695695695695697,1.3447163749918496,9.403674241188158,2,0,1,48242.36916157552,709.97,677.66,8.164146852259561,8164146.852259561,0,0,0,0,0
2.618618618618618,0.695661245910753,9.589324598403612,0,1,3,48197.145010391585,711.57,676.29,7.864705270850694,7864705.270850694,0,0,0,0,0
2.6676676676676676,1.0816446031765798,4.941565404724446,1,0,10,48144.65793808302,720.46,676.97,8.670237027605296,8670237.027605295,0,0,0,0,0
2.7167167167167166,0.6676774837351506,5.769138220614678,1,0,1,48098.33424138176,722.44,674.29,10.296425366646089,10296425.366646089,0,0,0,0,0
2.7657657657657655,2.7425944766586667,4.009246639483534,0,1,2,48043.802456319216,724.47,675.56,8.600414035518243,8600414.035518244,0,0,0,0,0
2.814814814814815,1.7385767133484378,4.5830495183309505,1,1,4,47987.243270703635,726.64,677.21,8.866560274255528,8866560.274255529,0,0,0,0,0
2.863863863863864,2.647560348492177,7.7155094458051465,2,1,7,47933.028706996876,731.57,670.3,9.228534153608862,9228534.153608862,0,0,0,0,0
2.9129129129129128,1.5740207115942948,6.604719307015862,2,1,1,47876.43317879696,732.03,673.23,8.269872402507522,8269872.402507522,0,0,0,0,0
2.961961961961962,1.3161182693894187,8.259180189047752,2,1,1,47822.75623655233,737.7,672.17,8.994971130201964,8994971.130201964,0,0,0,0,0
3.011011011011011,0.9300522472003594,5.0115123368242065,2,1,8,47775.59474642893,740.05,672.63,8.296230654340695,8296230.654340695,0,0,0,0,0
3.06006006006006,1.552873453452842,5.457960395430935,1,0,0,47725.425195540294,741.78,670.3,9.145964575363267,9145964.575363267,0,0,0,0,0
3.109109109109109,2.132214857247283,7.060139251273607,2,0,3,47666.29804200761,747.89,671.66,9.049646762986754,9049646.762986753,0,0,0,0,0
3.158158158158158,1.6323416644954127,7.711434009825488,1,1,7,47617.60251336828,753.31,671.55,8.994515845364502,8994515.845364502,0,0,0,0,0
3.2072072072072073,0.9907333005246235,3.9462121691562646,0,1,9,47572.42186017377,749.69,669.93,8.90762180146053,8907621.80146053,0,0,0,0,0
3.2562562562562563,2.0411393748585507,5.901467813192508,2,1,0,47522.2185125654,757.4,665.44,10.041217460869685,10041217.460869685,0,0,0,0,0
3.305305305305305,2.1272011813854688,6.80021750612303,0,1,1,47472.30412151143,756.83,669.8,8.946370495149484,8946370.495149484,0,0,0,0,0
3.354354354354354,1.487947312065473,7.340322964838705,2,1,1,47420.767303986,762.5,662.63,9.127804053289228,9127804.053289229,0,0,0,0,0
3.403403403403403,1.4290890311357556,7.6201270788654805,0,1,3,47367.82657060154,762.95,665.36,9.027504579731032,9027504.579731032,0,0,0,0,0
3.4524524524524525,0.9369623320191875,6.145767620324057,0,1,3,47308.14476764403,766.39,665.22,8.183368043590823,8183368.043590823,0,0,0,0,0
3.5015015015015014,2.0264637888597354,4.523489906425353,0,1,20,47252.147518145925,769.36,666.05,8.326486004100216,8326486.004100217,0,0,0,0,0
3.5505505505505504,1.517608447637335,3.560503271109055,0,1,2,47207.387622223505,775.21,662.87,8.132425136187885,8132425.136187886,0,0,0,0,0
3.5995995995995993,0.48427818196035666,6.003996090589874,0,1,3,47152.06930990348,775.0,658.28,8.317924529553663,8317924.529553663,0,0,0,0,0
3.6486486486486487,1.0402039389608269,5.857801733272236,1,0,2,47095.01129462826,777.15,660.57,8.487940576896168,8487940.576896168,0,0,0,0,0
3.6976976976976976,1.9934118178192255,5.150746330708502,1,1,0,47036.83945510166,780.26,657.39,8.67563821640356,8675638.216403559,0,0,0,0,0
